person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
24,26085,RENT,2,EDUCATION,C,4800,13.35,0,0.18,Y,3
23,26400,RENT,,PERSONAL,A,4800,,0,0.18,N,4
21,27000,RENT,,DEBTCONSOLIDATION,C,4800,13.49,0,0.18,N,4
21,27000,RENT,1,EDUCATION,A,4800,7.51,0,0.18,N,2
22,40000,MORTGAGE,1,PERSONAL,E,8000,16,0,0.2,Y,3
21,27700,RENT,5,PERSONAL,A,4800,6.62,0,0.17,N,4
26,27880,RENT,1,MEDICAL,B,4800,9.25,0,0.17,N,4
22,29000,RENT,6,MEDICAL,C,4800,12.99,0,0.17,Y,4
25,34000,MORTGAGE,8,HOMEIMPROVEMENT,B,3000,10.51,1,0.09,N,3
22,29534,RENT,1,EDUCATION,B,4800,11.99,0,0.16,N,4
23,40000,MORTGAGE,1,VENTURE,B,1200,10.83,0,0.03,N,2
24,30000,RENT,5,EDUCATION,A,4800,6.99,0,0.16,N,4
23,30000,RENT,6,EDUCATION,A,4800,7.49,0,0.16,N,3
24,30000,RENT,8,VENTURE,B,4800,11.49,0,0.16,N,2
24,30000,RENT,0,EDUCATION,C,4800,13.35,0,0.16,N,3
23,30000,RENT,0,EDUCATION,B,4800,,0,0.16,N,4
26,40000,MORTGAGE,10,VENTURE,B,5200,10.08,0,0.13,N,3
25,30000,RENT,5,DEBTCONSOLIDATION,C,4800,11.22,0,0.16,Y,3
24,40000,OWN,4,MEDICAL,A,1000,7.37,0,0.03,N,2
22,40000,MORTGAGE,5,MEDICAL,A,5000,7.68,0,0.13,N,4
22,31200,RENT,,VENTURE,B,4800,10.37,0,0.15,N,4
24,32000,RENT,6,MEDICAL,B,4800,10.59,0,0.15,N,2
22,32000,RENT,3,DEBTCONSOLIDATION,D,4800,16.49,1,0.15,Y,2
22,32000,RENT,0,DEBTCONSOLIDATION,B,4800,11.11,0,0.15,N,4
25,32000,RENT,0,EDUCATION,A,4800,7.14,0,0.15,N,3
22,40000,MORTGAGE,5,DEBTCONSOLIDATION,B,8000,9.76,0,0.2,N,4
22,32000,RENT,1,EDUCATION,C,4800,13.61,0,0.15,N,4
23,32640,RENT,5,VENTURE,B,4800,11.99,0,0.15,N,2
26,33000,RENT,6,EDUCATION,B,4800,12.69,0,0.15,N,4
22,33000,RENT,3,MEDICAL,A,4800,7.49,0,0.15,N,4
22,40000,MORTGAGE,1,EDUCATION,B,13025,10.14,0,0.33,N,3
26,40000,OWN,0,MEDICAL,B,15000,9.64,0,0.38,N,4
24,33000,RENT,4,MEDICAL,D,4800,14.91,1,0.15,Y,4
24,40000,OWN,6,MEDICAL,D,5000,11.86,0,0.13,N,4
23,34000,MORTGAGE,0,DEBTCONSOLIDATION,D,2525,13.12,1,0.07,N,3
23,33000,RENT,5,DEBTCONSOLIDATION,D,4800,14.54,1,0.15,Y,3
25,34000,MORTGAGE,2,VENTURE,C,15450,11.22,1,0.45,N,4
24,33600,RENT,0,MEDICAL,B,4800,11.86,0,0.14,N,2
26,35000,RENT,0,DEBTCONSOLIDATION,A,4800,8.9,0,0.14,N,2
22,40058,MORTGAGE,5,VENTURE,B,6000,9.91,0,0.15,N,2
22,35000,RENT,3,EDUCATION,A,4800,5.42,0,0.14,N,3
25,35000,RENT,9,VENTURE,B,4800,11.14,0,0.14,N,2
25,35000,RENT,1,MEDICAL,C,4800,10.28,0,0.14,N,2
23,40104,OTHER,7,EDUCATION,C,10000,12.72,0,0.25,Y,2
24,40113,MORTGAGE,6,HOMEIMPROVEMENT,A,5000,7.14,0,0.12,N,2
22,30000,RENT,4,PERSONAL,C,4800,,1,0.16,N,3
23,36000,RENT,0,PERSONAL,B,4800,11.11,0,0.13,N,3
21,40200,MORTGAGE,5,MEDICAL,A,7200,7.88,0,0.18,N,2
25,30000,RENT,0,HOMEIMPROVEMENT,E,4800,15.95,1,0.16,Y,2
26,40224,MORTGAGE,0,PERSONAL,A,7000,7.4,0,0.17,N,2
22,40269,MORTGAGE,6,DEBTCONSOLIDATION,C,6625,15.23,0,0.16,Y,3
26,40272,MORTGAGE,3,EDUCATION,B,10000,11.86,0,0.25,N,3
23,40308,MORTGAGE,1,EDUCATION,A,5000,7.68,0,0.12,N,4
25,38000,RENT,9,MEDICAL,B,4800,11.71,0,0.13,N,4
22,32400,RENT,7,PERSONAL,C,4800,13.98,1,0.15,Y,2
22,38790,RENT,0,EDUCATION,C,4800,13.8,0,0.12,Y,3
26,39996,RENT,5,EDUCATION,C,4800,12.99,0,0.12,N,4
22,40499,MORTGAGE,7,MEDICAL,B,11500,11.83,0,0.28,N,4
24,40800,RENT,5,MEDICAL,C,4800,13.85,0,0.12,Y,3
22,41300,RENT,6,EDUCATION,B,4800,11.89,0,0.12,N,3
25,40500,MORTGAGE,5,HOMEIMPROVEMENT,B,6500,9.63,0,0.16,N,4
22,41504,RENT,6,EDUCATION,C,4800,12.99,0,0.12,N,4
22,42000,RENT,4,DEBTCONSOLIDATION,C,4800,14.35,0,0.11,N,4
25,42000,RENT,2,DEBTCONSOLIDATION,C,4800,13.22,0,0.11,N,4
22,42996,RENT,3,PERSONAL,C,4800,11.03,0,0.11,N,4
22,40542,MORTGAGE,6,VENTURE,A,6250,,0,0.15,N,2
26,44600,RENT,0,EDUCATION,C,4800,14.65,0,0.11,N,2
25,45000,RENT,9,EDUCATION,A,4800,7.51,0,0.11,N,3
26,45000,RENT,1,MEDICAL,A,4800,5.42,0,0.11,N,2
23,39000,RENT,0,PERSONAL,E,4800,17.99,1,0.12,N,4
26,40610,MORTGAGE,7,HOMEIMPROVEMENT,A,3500,7.14,0,0.09,N,4
26,40720,MORTGAGE,4,PERSONAL,C,10000,13.48,0,0.25,Y,3
26,45000,RENT,2,PERSONAL,C,4800,13.06,0,0.11,Y,4
22,40800,MORTGAGE,7,EDUCATION,C,17050,,0,0.42,Y,2
21,45000,RENT,3,VENTURE,A,4800,7.51,0,0.11,N,4
23,45000,RENT,4,PERSONAL,C,4800,13.98,0,0.11,Y,2
23,45000,RENT,2,EDUCATION,C,4800,13.22,0,0.11,Y,4
25,45000,RENT,2,PERSONAL,B,4800,9.45,0,0.11,N,4
26,45243,RENT,3,VENTURE,B,4800,9.25,0,0.11,N,2
24,45840,RENT,2,DEBTCONSOLIDATION,A,4800,7.49,0,0.1,N,2
24,46000,RENT,0,PERSONAL,A,4800,8.9,0,0.1,N,2
24,40800,MORTGAGE,0,MEDICAL,B,8000,11.99,0,0.2,N,4
22,40800,MORTGAGE,6,PERSONAL,A,7975,5.79,0,0.2,N,3
25,40800,MORTGAGE,9,MEDICAL,B,9700,9.63,0,0.24,N,4
21,47664,RENT,5,DEBTCONSOLIDATION,A,4800,7.9,0,0.1,N,2
23,40800,MORTGAGE,4,MEDICAL,B,10400,10,0,0.25,N,2
23,48000,RENT,6,VENTURE,A,4800,7.9,0,0.1,N,3
24,40800,MORTGAGE,8,EDUCATION,A,1200,,0,0.03,N,3
26,42000,RENT,2,VENTURE,C,4800,14.27,1,0.11,N,2
23,40800,OWN,,MEDICAL,A,21000,6.17,0,0.51,N,3
24,42000,RENT,2,EDUCATION,C,4800,15.23,1,0.11,Y,2
22,40800,OWN,6,VENTURE,C,10000,12.61,0,0.25,Y,2
23,48000,RENT,3,MEDICAL,A,4800,5.42,0,0.1,N,3
25,40800,MORTGAGE,,HOMEIMPROVEMENT,A,8000,5.79,0,0.2,N,2
22,48000,RENT,0,DEBTCONSOLIDATION,C,4800,12.98,0,0.1,Y,2
24,40800,OWN,0,VENTURE,C,14400,14.35,0,0.35,N,2
25,48000,RENT,9,MEDICAL,B,4800,,0,0.1,N,3
26,40800,MORTGAGE,3,PERSONAL,A,7500,7.88,0,0.18,N,2
24,48000,RENT,0,PERSONAL,B,4800,9.88,0,0.1,N,3
23,48600,RENT,2,DEBTCONSOLIDATION,B,4800,10.36,0,0.1,N,3
23,48756,RENT,5,MEDICAL,B,4800,11.36,0,0.1,N,4
23,40800,MORTGAGE,3,MEDICAL,A,10000,7.14,0,0.25,N,2
23,40800,MORTGAGE,1,EDUCATION,B,16000,,0,0.39,N,4
25,50000,RENT,8,EDUCATION,C,4800,15.96,0,0.1,N,2
24,40800,MORTGAGE,1,EDUCATION,D,6000,12.92,0,0.15,N,3
25,50000,RENT,5,VENTURE,B,4800,10.99,0,0.1,N,4
22,40872,MORTGAGE,6,EDUCATION,B,13750,10.83,0,0.34,N,4
23,40900,OWN,5,MEDICAL,B,12200,11.36,0,0.3,N,4
22,34900,MORTGAGE,4,DEBTCONSOLIDATION,D,3600,15.7,1,0.1,N,4
23,34900,MORTGAGE,2,MEDICAL,F,4000,,1,0.11,Y,4
23,50000,RENT,7,EDUCATION,B,4800,10.37,0,0.1,N,3
22,50000,RENT,7,MEDICAL,C,4800,12.68,0,0.1,N,3
26,50000,RENT,0,VENTURE,B,4800,,0,0.1,N,3
24,50000,RENT,2,VENTURE,C,4800,13.22,0,0.1,N,4
26,52000,RENT,2,EDUCATION,B,4800,9.99,0,0.09,N,2
23,52000,RENT,3,EDUCATION,B,4800,9.88,0,0.09,N,2
24,55000,RENT,8,PERSONAL,A,4800,6.92,0,0.09,N,3
21,55000,RENT,3,EDUCATION,B,4800,11.12,0,0.09,N,4
25,49000,RENT,3,MEDICAL,D,4800,14.96,1,0.1,Y,2
23,41000,MORTGAGE,7,EDUCATION,A,6000,6.03,0,0.15,N,4
25,55200,RENT,2,MEDICAL,A,4800,7.9,0,0.09,N,3
22,41000,MORTGAGE,6,EDUCATION,A,12000,6.03,0,0.29,N,2
23,56928,RENT,3,PERSONAL,B,4800,10.38,0,0.08,N,3
21,41000,MORTGAGE,4,DEBTCONSOLIDATION,A,7000,6.03,0,0.17,N,3
26,52000,RENT,6,MEDICAL,E,4800,17.99,1,0.09,N,4
26,41000,MORTGAGE,5,PERSONAL,A,8000,6.03,0,0.2,N,3
26,53000,RENT,2,PERSONAL,D,4800,15.62,1,0.09,Y,3
26,60000,RENT,1,HOMEIMPROVEMENT,A,4800,7.9,0,0.08,N,3
24,60000,RENT,4,HOMEIMPROVEMENT,A,4800,6.54,0,0.08,N,4
22,41000,MORTGAGE,0,VENTURE,B,6400,9.99,0,0.16,N,4
24,62000,RENT,4,PERSONAL,A,4800,7.14,0,0.08,N,3
26,41000,OWN,7,HOMEIMPROVEMENT,D,9000,,0,0.22,N,4
22,41000,OWN,0,PERSONAL,A,1000,6.99,0,0.02,N,2
26,65000,RENT,0,HOMEIMPROVEMENT,C,4800,13.72,0,0.07,N,2
24,65000,RENT,0,PERSONAL,A,4800,7.88,0,0.07,N,4
24,41000,MORTGAGE,3,VENTURE,A,2500,7.29,0,0.06,N,2
25,65004,RENT,1,HOMEIMPROVEMENT,C,4800,13.49,0,0.07,N,3
21,41000,MORTGAGE,,PERSONAL,A,3000,5.79,0,0.07,N,4
21,41000,MORTGAGE,2,PERSONAL,A,8200,6.91,0,0.2,N,3
23,35000,MORTGAGE,7,EDUCATION,C,5000,12.98,1,0.14,Y,3
22,41000,MORTGAGE,0,EDUCATION,B,6000,11.86,0,0.15,N,2
23,69000,RENT,7,MEDICAL,B,4800,10.75,0,0.07,N,2
23,70000,RENT,2,PERSONAL,C,4800,,0,0.07,N,2
26,72000,RENT,4,HOMEIMPROVEMENT,B,4800,11.86,0,0.07,N,3
24,72096,RENT,2,HOMEIMPROVEMENT,A,4800,7.14,0,0.07,N,2
22,67200,RENT,6,DEBTCONSOLIDATION,E,4800,16.7,1,0.07,Y,2
24,69000,RENT,2,DEBTCONSOLIDATION,D,4800,15.21,1,0.07,N,4
22,75000,RENT,0,DEBTCONSOLIDATION,B,4800,12.21,0,0.06,N,2
24,41000,OWN,9,HOMEIMPROVEMENT,D,10000,15.33,0,0.24,N,4
24,41000,MORTGAGE,3,DEBTCONSOLIDATION,B,9000,9.88,0,0.22,N,2
23,41000,MORTGAGE,7,VENTURE,D,10000,14.96,0,0.24,Y,2
22,41000,MORTGAGE,0,DEBTCONSOLIDATION,B,7750,9.88,0,0.19,N,3
23,86000,RENT,0,VENTURE,B,4800,9.62,0,0.06,N,3
26,89000,RENT,,EDUCATION,A,4800,5.99,0,0.05,N,2
21,90000,RENT,3,EDUCATION,B,4800,9.62,0,0.05,N,3
23,92000,RENT,5,MEDICAL,B,4800,10,0,0.05,N,3
22,41000,OWN,6,MEDICAL,D,2500,14.96,0,0.06,Y,4
26,95000,RENT,4,DEBTCONSOLIDATION,A,4800,,0,0.05,N,4
22,41000,MORTGAGE,4,VENTURE,A,6000,8.59,0,0.15,N,4
24,103641,RENT,8,VENTURE,B,4800,10.74,0,0.05,N,2
24,105000,RENT,5,HOMEIMPROVEMENT,C,4800,,0,0.05,Y,2
22,41000,MORTGAGE,2,EDUCATION,B,3000,12.18,0,0.07,N,4
21,41000,OWN,5,PERSONAL,A,5000,7.74,0,0.12,N,3
22,115000,RENT,4,MEDICAL,A,4800,7.88,0,0.04,N,2
25,120000,RENT,9,PERSONAL,C,4800,14.22,0,0.04,N,3
23,41000,MORTGAGE,5,DEBTCONSOLIDATION,A,6000,9.32,0,0.15,N,3
24,125000,RENT,6,PERSONAL,A,4800,6.76,0,0.04,N,3
23,41000,MORTGAGE,0,VENTURE,B,4500,10.95,0,0.11,N,4
22,23000,RENT,6,VENTURE,C,4850,14.27,0,0.21,Y,4
24,40000,RENT,0,EDUCATION,A,4850,6.62,0,0.12,N,2
24,54000,RENT,0,HOMEIMPROVEMENT,A,4850,8.49,0,0.09,N,2
23,41000,MORTGAGE,4,MEDICAL,B,7500,10.71,0,0.18,N,2
23,41000,MORTGAGE,7,DEBTCONSOLIDATION,B,5500,10.71,0,0.13,N,4
25,21600,RENT,0,EDUCATION,C,4900,13.72,0,0.23,Y,2
21,41004,MORTGAGE,5,VENTURE,B,24250,10.75,0,0.59,N,2
25,41004,OWN,9,VENTURE,A,4000,6.76,0,0.1,N,3
25,41004,OWN,1,PERSONAL,B,12000,,0,0.29,N,2
23,95000,RENT,4,PERSONAL,B,10000,10.99,0,0.11,N,4
26,41004,MORTGAGE,5,VENTURE,B,16000,10.95,0,0.39,N,3
23,41004,MORTGAGE,8,VENTURE,A,10000,9.32,0,0.24,N,4
25,83000,RENT,0,EDUCATION,C,10000,13.22,1,0.12,N,3
23,96000,RENT,7,PERSONAL,B,10000,10.65,0,0.1,N,3
26,96000,RENT,11,HOMEIMPROVEMENT,E,10000,19.69,0,0.1,Y,3
21,41033,MORTGAGE,2,DEBTCONSOLIDATION,C,5700,12.99,0,0.14,N,4
24,41100,OWN,,PERSONAL,A,5600,6.03,0,0.14,N,3
24,41100,OWN,2,VENTURE,B,9200,12.42,0,0.22,N,2
23,97000,RENT,7,EDUCATION,C,10000,13.99,0,0.1,N,3
24,97850,RENT,5,HOMEIMPROVEMENT,A,10000,7.51,0,0.1,N,4
25,98000,RENT,9,DEBTCONSOLIDATION,B,10000,12.69,0,0.1,N,4
23,41196,MORTGAGE,7,EDUCATION,B,16000,11.83,0,0.39,N,2
26,99000,RENT,5,PERSONAL,A,10000,7.29,0,0.1,N,2
25,99275,RENT,1,PERSONAL,C,10000,14.65,0,0.1,Y,3
21,41200,OWN,3,PERSONAL,B,8000,11.48,0,0.19,N,3
24,87996,RENT,8,DEBTCONSOLIDATION,D,10000,14.84,1,0.11,Y,2
22,99996,RENT,1,EDUCATION,A,10000,9.32,0,0.1,N,4
22,100000,RENT,3,EDUCATION,B,10000,10.65,0,0.1,N,3
24,100000,RENT,5,PERSONAL,A,10000,7.51,0,0.1,N,3
25,100000,RENT,3,VENTURE,A,10000,6.62,0,0.1,N,4
25,88000,RENT,9,EDUCATION,E,10000,17.88,1,0.11,Y,4
24,100000,RENT,4,HOMEIMPROVEMENT,E,10000,16.4,0,0.1,Y,2
21,88000,RENT,,VENTURE,E,10000,17.93,1,0.11,Y,3
23,100000,RENT,0,PERSONAL,B,10000,11.46,0,0.1,N,2
21,102000,RENT,5,EDUCATION,D,10000,,0,0.1,Y,3
23,41496,OWN,4,VENTURE,E,7200,,0,0.17,N,2
26,102000,RENT,5,MEDICAL,A,10000,8.59,0,0.1,N,2
25,107000,RENT,0,VENTURE,A,10000,8.38,0,0.09,N,3
24,41500,MORTGAGE,8,EDUCATION,A,8500,7.14,0,0.2,N,4
23,107500,RENT,7,MEDICAL,A,10000,7.66,0,0.09,N,2
26,96000,RENT,2,EDUCATION,D,10000,15.28,1,0.1,Y,2
25,41508,MORTGAGE,9,EDUCATION,C,1600,13.11,0,0.04,Y,3
23,98000,RENT,0,EDUCATION,E,10000,16.4,1,0.1,N,2
25,41520,OWN,9,MEDICAL,A,4400,7.29,0,0.11,N,2
23,110000,RENT,5,DEBTCONSOLIDATION,A,10000,7.88,0,0.09,N,2
22,41600,OWN,4,EDUCATION,B,12000,12.42,0,0.29,N,2
22,41600,MORTGAGE,0,DEBTCONSOLIDATION,B,6800,10.59,0,0.16,N,3
23,41600,MORTGAGE,7,EDUCATION,C,7000,13.43,0,0.17,N,3
26,113000,RENT,3,HOMEIMPROVEMENT,C,10000,13.72,0,0.09,Y,3
24,41600,MORTGAGE,0,HOMEIMPROVEMENT,A,10000,8.94,0,0.24,N,2
22,41600,MORTGAGE,2,EDUCATION,D,3000,15.05,0,0.07,N,3
24,114800,RENT,6,PERSONAL,A,10000,8.94,0,0.09,N,4
22,41604,OWN,1,PERSONAL,B,14400,,0,0.35,N,4
25,41664,MORTGAGE,6,HOMEIMPROVEMENT,A,4000,5.99,0,0.1,N,2
25,115000,RENT,6,MEDICAL,A,10000,7.29,0,0.09,N,4
22,41717,OWN,5,VENTURE,B,20000,11.12,0,0.48,N,4
25,41718,OWN,3,VENTURE,A,5000,7.51,0,0.12,N,2
25,115000,RENT,3,MEDICAL,B,10000,10.37,0,0.09,N,2
21,35760,MORTGAGE,5,HOMEIMPROVEMENT,E,2400,,1,0.07,N,3
25,116000,RENT,5,DEBTCONSOLIDATION,C,10000,14.26,0,0.09,Y,4
22,41784,MORTGAGE,6,DEBTCONSOLIDATION,A,5000,6.03,0,0.12,N,2
22,41800,MORTGAGE,3,VENTURE,A,3100,6.76,0,0.07,N,4
22,41820,MORTGAGE,4,PERSONAL,A,2500,6.91,0,0.06,N,3
21,120000,RENT,2,DEBTCONSOLIDATION,B,10000,11.71,0,0.08,N,3
21,120000,RENT,4,DEBTCONSOLIDATION,B,10000,9.99,0,0.08,N,3
26,120000,RENT,11,HOMEIMPROVEMENT,C,10000,12.68,0,0.08,N,2
23,35941,MORTGAGE,7,HOMEIMPROVEMENT,C,3500,13.35,1,0.1,N,2
24,120000,RENT,3,MEDICAL,A,10000,7.88,0,0.08,N,2
24,120000,RENT,4,HOMEIMPROVEMENT,C,10000,13.61,0,0.08,Y,4
23,91800,RENT,7,MEDICAL,B,10000,,1,0.09,N,4
25,120000,RENT,3,DEBTCONSOLIDATION,A,10000,9.32,0,0.08,N,2
23,120000,RENT,0,DEBTCONSOLIDATION,C,10000,11.66,0,0.08,N,2
24,42000,MORTGAGE,5,DEBTCONSOLIDATION,A,19200,7.9,0,0.46,N,2
26,122500,RENT,1,MEDICAL,B,10000,10.65,0,0.08,N,3
25,42000,MORTGAGE,,DEBTCONSOLIDATION,B,3000,9.91,0,0.07,N,4
23,124000,RENT,2,PERSONAL,C,10000,14.27,0,0.08,N,3
22,42000,MORTGAGE,1,PERSONAL,C,10500,14.65,0,0.25,N,2
26,125000,RENT,6,VENTURE,A,10000,7.49,0,0.08,N,2
25,130000,RENT,7,HOMEIMPROVEMENT,A,10000,7.49,0,0.08,N,2
22,36000,MORTGAGE,6,DEBTCONSOLIDATION,B,4000,12.69,1,0.11,N,4
21,36000,MORTGAGE,2,MEDICAL,C,5000,14.27,1,0.14,Y,2
25,42000,MORTGAGE,9,HOMEIMPROVEMENT,B,12000,9.91,0,0.29,N,2
23,42000,MORTGAGE,0,PERSONAL,D,6000,16.77,0,0.14,N,3
25,42000,MORTGAGE,1,VENTURE,A,13975,8.9,0,0.33,N,4
25,132000,RENT,4,HOMEIMPROVEMENT,C,10000,12.84,0,0.08,Y,3
22,42000,MORTGAGE,6,EDUCATION,C,15000,13.49,0,0.36,Y,4
22,140000,RENT,0,EDUCATION,B,10000,9.99,0,0.07,N,2
24,140000,RENT,0,HOMEIMPROVEMENT,B,10000,11.14,0,0.07,N,2
24,42000,MORTGAGE,5,EDUCATION,A,4900,6.03,0,0.12,N,4
24,42000,OWN,8,EDUCATION,A,8000,6.62,0,0.19,N,4
22,42000,MORTGAGE,5,VENTURE,A,5400,6.03,0,0.13,N,3
22,42000,OWN,6,VENTURE,A,4800,,0,0.11,N,3
26,145000,RENT,1,HOMEIMPROVEMENT,B,10000,10.99,0,0.07,N,3
22,42000,MORTGAGE,,VENTURE,B,3500,9.91,0,0.08,N,2
24,42000,MORTGAGE,3,EDUCATION,A,8675,7.51,0,0.21,N,4
23,157500,RENT,1,EDUCATION,B,10000,12.69,0,0.06,N,2
25,42000,OWN,6,EDUCATION,A,18000,,0,0.43,N,2
22,160000,RENT,0,VENTURE,A,10000,8.94,0,0.06,N,3
25,153000,RENT,9,DEBTCONSOLIDATION,D,10000,14.96,1,0.07,Y,4
24,165000,RENT,2,PERSONAL,B,10000,9.2,0,0.06,N,3
24,42000,MORTGAGE,6,MEDICAL,A,3125,8.9,0,0.07,N,3
25,175000,RENT,4,HOMEIMPROVEMENT,D,10000,15.05,0,0.06,Y,4
24,238000,RENT,2,VENTURE,D,10000,13.67,1,0.04,N,2
22,42000,MORTGAGE,7,DEBTCONSOLIDATION,B,9350,12.69,0,0.22,N,2
24,42000,MORTGAGE,,VENTURE,A,8000,6.62,0,0.19,N,3
24,24148,RENT,1,EDUCATION,B,9975,11.48,1,0.41,N,4
22,29004,RENT,,EDUCATION,B,9975,,1,0.34,N,2
24,46000,RENT,2,VENTURE,C,9975,13.11,0,0.22,Y,3
22,60000,RENT,6,VENTURE,B,9975,11.48,0,0.17,N,4
22,42000,MORTGAGE,6,MEDICAL,A,3000,6.03,0,0.07,N,2
23,65000,RENT,0,VENTURE,A,9975,7.51,0,0.15,N,2
23,42000,OWN,5,VENTURE,A,6500,6.03,0,0.15,N,2
22,72000,RENT,0,VENTURE,B,9975,10.99,0,0.14,N,3
22,42000,OWN,6,PERSONAL,A,10000,6.03,0,0.24,N,2
25,42000,MORTGAGE,9,EDUCATION,A,9100,,0,0.22,N,3
22,83200,RENT,6,DEBTCONSOLIDATION,C,9975,,0,0.12,N,3
25,26880,RENT,1,VENTURE,C,4900,14.26,0,0.18,Y,4
21,42000,OWN,5,EDUCATION,D,5000,17.49,0,0.12,N,2
22,26400,RENT,6,EDUCATION,B,9900,11.71,1,0.38,N,4
22,30000,RENT,4,VENTURE,A,9875,7.29,1,0.33,N,3
23,42000,MORTGAGE,7,EDUCATION,B,8000,10.99,0,0.19,N,4
26,28000,RENT,5,VENTURE,A,9800,7.29,1,0.35,N,4
22,33000,RENT,,DEBTCONSOLIDATION,C,9800,,1,0.3,N,2
25,36000,RENT,3,EDUCATION,B,9800,10.36,0,0.27,N,4
23,48000,RENT,7,DEBTCONSOLIDATION,A,9800,7.88,0,0.2,N,4
23,44000,RENT,7,EDUCATION,A,9800,7.51,1,0.22,N,2
24,42000,MORTGAGE,4,HOMEIMPROVEMENT,A,12000,6.99,0,0.29,N,3
23,44000,RENT,7,MEDICAL,C,9800,13.11,1,0.22,N,2
24,42000,MORTGAGE,8,PERSONAL,B,1000,11.49,0,0.02,N,4
26,36000,MORTGAGE,3,EDUCATION,B,11000,10.59,1,0.31,N,4
24,53500,RENT,0,HOMEIMPROVEMENT,A,9800,6.17,0,0.18,N,4
23,60000,RENT,4,EDUCATION,C,9800,13.49,0,0.16,N,2
22,60000,RENT,4,PERSONAL,B,9800,,0,0.16,N,3
25,60000,RENT,4,PERSONAL,A,9800,,0,0.16,N,3
24,82500,RENT,8,MEDICAL,A,9800,7.51,0,0.12,N,4
23,66300,RENT,7,MEDICAL,D,9800,15.7,1,0.13,Y,2
22,42000,OWN,3,VENTURE,A,7000,,0,0.17,N,3
26,93000,RENT,7,HOMEIMPROVEMENT,B,9800,10.25,0,0.11,N,4
25,42000,MORTGAGE,2,EDUCATION,C,7200,14.79,0,0.17,Y,2
26,107000,RENT,2,MEDICAL,A,9800,8.9,0,0.09,N,3
23,36000,MORTGAGE,7,HOMEIMPROVEMENT,B,6725,11.49,1,0.19,N,2
21,42000,MORTGAGE,5,EDUCATION,C,7000,15.23,0,0.17,Y,4
23,36504,RENT,0,EDUCATION,C,4900,12.68,0,0.13,N,2
25,32400,RENT,2,MEDICAL,B,4900,11.49,1,0.15,N,2
23,42000,RENT,2,EDUCATION,C,4900,14.72,0,0.12,Y,4
22,42000,MORTGAGE,6,EDUCATION,C,14750,12.99,0,0.35,N,4
22,42000,MORTGAGE,6,EDUCATION,C,6000,12.99,0,0.14,Y,2
22,42000,MORTGAGE,5,VENTURE,A,5000,6.99,0,0.12,N,4
26,36000,MORTGAGE,1,HOMEIMPROVEMENT,B,4500,10.59,1,0.13,N,2
23,50000,RENT,0,EDUCATION,A,4900,8.49,0,0.1,N,3
21,50000,RENT,5,EDUCATION,A,4900,8.94,0,0.1,N,2
24,51630,RENT,0,MEDICAL,B,4900,9.99,0,0.09,N,3
23,54096,RENT,2,PERSONAL,B,4900,,0,0.09,N,2
23,42000,MORTGAGE,7,VENTURE,A,8000,5.42,0,0.19,N,3
24,69600,RENT,8,PERSONAL,B,4900,9.99,0,0.07,N,2
23,42000,MORTGAGE,7,PERSONAL,C,12000,15.23,0,0.29,Y,3
21,42000,OWN,5,MEDICAL,B,8000,9.99,0,0.19,N,4
24,74000,RENT,1,PERSONAL,C,4900,12.87,0,0.07,N,3
23,107000,RENT,2,DEBTCONSOLIDATION,A,4900,8.94,0,0.05,N,2
25,13296,RENT,,HOMEIMPROVEMENT,B,4950,9.63,1,0.37,N,3
22,15000,RENT,3,PERSONAL,A,4950,8.9,1,0.33,N,4
24,42000,MORTGAGE,9,PERSONAL,A,11000,5.42,0,0.26,N,4
24,42000,MORTGAGE,2,PERSONAL,A,10000,7.49,0,0.24,N,4
24,36000,MORTGAGE,5,MEDICAL,C,4000,15.23,1,0.11,Y,3
22,34000,RENT,3,DEBTCONSOLIDATION,A,4975,7.51,1,0.15,N,2
24,75000,RENT,0,DEBTCONSOLIDATION,A,4975,6.76,0,0.07,N,4
22,95000,RENT,0,MEDICAL,A,4975,6.17,0,0.05,N,3
23,42000,OWN,0,PERSONAL,A,6000,5.42,0,0.14,N,2
23,27972,RENT,6,VENTURE,A,5000,8.94,0,0.18,N,3
22,27996,RENT,1,VENTURE,E,5000,17.51,1,0.18,N,4
24,42000,MORTGAGE,4,VENTURE,B,1200,11.49,0,0.03,N,3
22,27996,RENT,4,MEDICAL,C,5000,,0,0.18,Y,3
24,42000,MORTGAGE,8,HOMEIMPROVEMENT,D,2500,15.28,0,0.06,N,2
23,28000,RENT,4,DEBTCONSOLIDATION,C,5000,13.72,1,0.18,N,4
23,28000,RENT,0,MEDICAL,C,5000,11.78,0,0.18,N,4
24,28000,RENT,0,MEDICAL,A,5000,7.68,0,0.18,N,3
25,28800,RENT,0,EDUCATION,A,5000,8.9,0,0.17,N,2
22,28800,RENT,6,EDUCATION,A,5000,6.91,0,0.17,N,2
23,28800,RENT,0,EDUCATION,B,5000,11.49,0,0.17,N,2
23,42000,MORTGAGE,8,MEDICAL,B,7600,6,0,0.18,N,2
22,42000,MORTGAGE,4,PERSONAL,A,7050,,0,0.17,N,4
23,28800,RENT,2,VENTURE,C,5000,13.11,0,0.17,N,3
23,29100,RENT,3,EDUCATION,D,5000,14.84,0,0.17,N,2
